OBJECTID,P_CODE,TRAD_AUTH,DISTRICT,REGION,POP2008,NOTE_,SOURCE
275,AFRMWI21083,Area 53,Lilongwe City,Central,18332.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
276,AFRMWI21084,Area 54,Lilongwe City,Central,4695.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
277,AFRMWI21085,Area 55,Lilongwe City,Central,15505.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
278,AFRMWI20105,TA Kaomba,Kasungu,Central,40892.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
279,AFRMWI20106,TA Lukwa,Kasungu,Central,31150.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
280,AFRMWI20107,STA Kawamba,Kasungu,Central,41486.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
281,AFRMWI20108,STA Njombwa,Kasungu,Central,39081.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
282,AFRMWI20109,STA Chilowamatambe,Kasungu,Central,38129.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
283,AFRMWI20110,TA Chulu,Kasungu,Central,59683.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
284,AFRMWI20111,TA Santhe,Kasungu,Central,82823.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
285,AFRMWI20112,TA Wimbe,Kasungu,Central,82831.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
286,AFRMWI20113,TA Kapelula,Kasungu,Central,37641.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
287,AFRMWI20114,Kasungu National Park,Kasungu,Central,321.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
288,AFRMWI20115,TA Mwase,Kasungu,Central,21053.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
289,AFRMWI31020,Chikwawa Boma,Chikhwawa,Southern,6987.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
290,AFRMWI31531,Michiru Ward,Blantyre City,Southern,46639.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
291,AFRMWI31532,South Lunzu Ward,Blantyre City,Southern,37864.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
292,AFRMWI31533,Mapanga Ward,Blantyre City,Southern,23854.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
293,AFRMWI31534,Nkolokoti Ward,Blantyre City,Southern,35218.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
294,AFRMWI31535,Ndirande Norh Ward,Blantyre City,Southern,29033.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
295,AFRMWI31536,Ndirande South Ward,Blantyre City,Southern,64602.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
296,AFRMWI31537,Ndirande West Ward,Blantyre City,Southern,15529.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
297,AFRMWI21086,Area 56,Lilongwe City,Central,36642.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
298,AFRMWI21087,Area 57,Lilongwe City,Central,59805.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
299,AFRMWI20801,TA Pemba,Dedza,Central,131097.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
300,AFRMWI20120,Kasungu Township,Kasungu,Central,39640.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
301,AFRMWI10201,TA Kilupula,Karonga,Northern,61648.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
302,AFRMWI10202,STA Mwakaboko,Karonga,Northern,19360.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
303,AFRMWI10203,TA Kyungu,Karonga,Northern,66318.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
304,AFRMWI10204,T A Wasambo,Karonga,Northern,54015.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
305,AFRMWI10205,STA Mwirang'ombe,Karonga,Northern,28215.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
306,AFRMWI20802,STA Chilikumwendo,Dedza,Central,60707.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
307,AFRMWI20803,TA Kaphuka,Dedza,Central,133778.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
308,AFRMWI20804,TA Tambala,Dedza,Central,62637.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
309,AFRMWI31538,Nyambadwe Ward,Blantyre City,Southern,8304.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
310,AFRMWI31539,Likhubula Ward,Blantyre City,Southern,51853.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
311,AFRMWI10206,Nyika National Park-Karonga,Karonga,Northern,0.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
312,AFRMWI20820,Dedza Boma,Dedza,Central,20241.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
313,AFRMWI10220,Karonga Town,Karonga,Northern,40334.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
314,AFRMWI20401,TA Dzoole,Dowa,Central,75121.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
315,AFRMWI20402,STA Chakhaza,Dowa,Central,121488.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
316,AFRMWI20403,TA Kayembe,Dowa,Central,85855.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
317,AFRMWI20404,TA Chiwere,Dowa,Central,82112.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
318,AFRMWI20405,STA Mkukula,Dowa,Central,74849.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
319,AFRMWI20406,TA Msakambewa,Dowa,Central,64505.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
320,AFRMWI20420,Dowa Boma,Dowa,Central,4765.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
321,AFRMWI20407,STA Mponela,Dowa,Central,49775.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
322,AFRMWI20805,S/C Chauma,Dedza,Central,20896.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
323,AFRMWI20806,TA Kasumbu,Dedza,Central,71199.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
324,AFRMWI20807,TA Kachindamoto,Dedza,Central,93532.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
325,AFRMWI20808,S/C Kamenya Gwaza,Dedza,Central,30358.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
326,AFRMWI10101,TA Mwabulambya,Chitipa,Northern,69721.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
327,AFRMWI10102,TA Mwenemisuku,Chitipa,Northern,27426.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
328,AFRMWI10103,TA Mwenewenya,Chitipa,Northern,19468.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
329,AFRMWI10104,TA Nthalire,Chitipa,Northern,28223.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
330,AFRMWI30402,TA Likoswe,Chiradzulu,Southern,56840.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
331,AFRMWI30403,TA Kadewere,Chiradzulu,Southern,77540.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
332,AFRMWI30404,TA Nkalo,Chiradzulu,Southern,41640.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
333,AFRMWI30405,TA Chitera,Chiradzulu,Southern,18394.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
334,AFRMWI30406,TA Nchema,Chiradzulu,Southern,33779.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
335,AFRMWI30420,Chiradzulu Boma,Chiradzulu,Southern,2348.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
336,AFRMWI31001,TA Ngabu,Chikhwawa,Southern,11146.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
337,AFRMWI31002,TA Lundu,Chikhwawa,Southern,25676.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
338,AFRMWI31003,TA Chapananga,Chikhwawa,Southern,86495.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
339,AFRMWI31004,TA Maseya,Chikhwawa,Southern,26639.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
340,AFRMWI31005,TA Katunga,Chikhwawa,Southern,24680.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
341,AFRMWI31006,TA Kasisi,Chikhwawa,Southern,31003.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
342,AFRMWI31007,TA Makhwira,Chikhwawa,Southern,62929.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
343,AFRMWI31540,Chilomoni Ward,Blantyre City,Southern,37690.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
344,AFRMWI31541,Blantyre West Ward,Blantyre City,Southern,22901.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
345,AFRMWI31544,Chichiri Ward,Blantyre City,Southern,5452.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
346,AFRMWI31542,Blantyre Central Ward,Blantyre City,Southern,4808.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
347,AFRMWI31543,Blantyre East Ward,Blantyre City,Southern,5786.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
348,AFRMWI31545,Mzedi Ward,Blantyre City,Southern,13333.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
349,AFRMWI31546,Bangwe Ward,Blantyre City,Southern,34773.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
350,AFRMWI31547,Namiyango Ward,Blantyre City,Southern,18761.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
351,AFRMWI31548,Limbe East Ward,Blantyre City,Southern,38512.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
352,AFRMWI31549,Limbe Central Ward,Blantyre City,Southern,2960.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
353,AFRMWI31550,Limbe west Ward,Blantyre City,Southern,13877.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
354,AFRMWI31551,Soche East Ward,Blantyre City,Southern,14887.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
355,AFRMWI31552,Soche West Ward,Blantyre City,Southern,50617.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
356,AFRMWI31553,Nancholi Ward,Blantyre City,Southern,25109.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
357,AFRMWI31554,Misesa,Blantyre City,Southern,31212.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
358,AFRMWI31555,Chigumula Ward,Blantyre City,Southern,23352.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
359,AFRMWI31556,Msamba Ward,Blantyre City,Southern,4330.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
360,AFRMWI30501,Senior TA Kapeni,Blantyre,Southern,72236.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
361,AFRMWI30502,TA Lundu,Blantyre,Southern,46372.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
362,AFRMWI30503,TA Chigaru,Blantyre,Southern,39836.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
363,AFRMWI30504,TA Kunthembwe,Blantyre,Southern,33770.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
364,AFRMWI30505,TA Makata,Blantyre,Southern,15991.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
365,AFRMWI30506,TA Kuntaja,Blantyre,Southern,71434.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
366,AFRMWI30507,TA Machinjili,Blantyre,Southern,22297.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
367,AFRMWI30508,TA Somba,Blantyre,Southern,59488.00000000000,"TA Names are not always unique. eg there is more than one TA Lundu but in different districts, which  has been verified to be correct",Malawi geonode boundaries joined to Census 2008 pop by OCHA ROSA
